epoch,loss
1,30.75739073815509
2,24.31998171463041
3,19.306868280352706
4,15.382391507196552
5,12.297411098808169
6,9.86439402686812
7,7.9405218831266
8,6.415990051017803
9,5.205732266199209
10,4.2434516218444465
11,3.4772377912658508
12,2.8662983768946737
13,2.3784887164059
14,1.9884245949064063
15,1.6760275231342774
16,1.425395548215091
17,1.2239219252675761
18,1.0616043123574013
19,0.9305015303338612
20,0.8243052989215965
21,0.7380019734736158
22,0.6676049838168631
23,0.6099429663854484
24,0.5624918579849952
25,0.5232417453256581
26,0.49059122487594836
27,0.4632635575630022
28,0.4402401019769633
29,0.42070745264186193
30,0.4040154531904288
31,0.38964384129835467
32,0.3771757465063802
33,0.3662766296476239
34,0.3566775438727143
35,0.3481618282103623
36,0.3405545277955924
37,0.3337139802648522
38,0.32752512319747057
39,0.32189416908008217
40,0.3167443669978243
41,0.31201262800727714
42,0.3076468370091564
43,0.30360371036334904
44,0.2998470874190161
45,0.2963465671112378
46,0.29307641902804316
47,0.29001471285034897
48,0.28714262158465853
49,0.2844438631577465
50,0.28190425221105425
51,0.2795113397070711
52,0.277254122547804
53,0.2751228090506266
54,0.27310862902319294
55,0.27120367948065327
56,0.26940079887743906
57,0.26769346417953577
58,0.26607570625856636
59,0.26454204000752063
60,0.26308740630820215
61,0.2617071235611662
62,0.2603968469507697
63,0.25915253398536675
64,0.2579704151450603
65,0.256846968702144
66,0.25577889896469497
67,0.25476311734140555
68,0.2537967257434285
69,0.2528770019328509
70,0.2520013865023183
71,0.2511674712301586
72,0.25037298860319146
73,0.24961580233769012
74,0.24889389875965598
75,0.2482053789301892
76,0.2475484514215476
77,0.2469214256654377
78,0.2463227058079649
79,0.24575078501610687
80,0.24520424018903608
81,0.24468172703452648
82,0.24418197547631834
83,0.24370378536295537
84,0.24324602245243065
85,0.2428076146501516
86,0.24238754848037858
87,0.24198486577351555
88,0.24159866055349632
89,0.24122807611111252
90,0.2408723022504825
91,0.24053057269704073
92,0.24020216265644
93,0.23988638651465338
94,0.2395825956703402
95,0.23929017649123657
96,0.23900854838694618
97,0.23873716199106362
98,0.23847549744605243
99,0.23822306278476263
100,0.2379793924028768
101,0.2377440456169468
102,0.23751660530303584
103,0.2372966766112896
104,0.23708388575205783
105,0.2368778788494551
106,0.23667832085850365
107,0.23648489454223348
108,0.2362972995053324
109,0.23611525128114116
110,0.2359384804689813
111,0.23576673191897526
112,0.2355997639616912
113,0.2354373476800934
114,0.2352792662214311
115,0.23512531414683013
116,0.23497529681648552
117,0.23482902980846948
118,0.23468633836928432
119,0.23454705689439778
120,0.23441102843709685
121,0.23427810424409015
122,0.2341481433163807
123,0.23402101199401124
124,0.233896583563364
125,0.2337747378857747
126,0.23365536104628082
127,0.23353834502140416
128,0.23342358736491656
129,0.2333109909106026
130,0.23320046349108933
131,0.2330919176718601
132,0.23298527049962464
133,0.23288044326425664
134,0.23277736127356202
135,0.23267595364017415
136,0.2325761530799161
137,0.23247789572100677
138,0.2323811209235176
139,0.23228577110852475
140,0.2321917915964291
141,0.23209913045394684
142,0.23200773834929816
143,0.23191756841515332
144,0.2318285761189118
145,0.23174071913992106
146,0.2316539572532568
147,0.23156825221971228
148,0.23148356768165926
149,0.23139986906446589
150,0.23131712348316977
151,0.23123529965412334
152,0.23115436781134582
153,0.23107429962732462
154,0.23099506813803047
155,0.23091664767191716
156,0.23083901378269345
157,0.23076214318566324
158,0.23068601369744315
159,0.23061060417887808
160,0.2305358944809782
161,0.23046186539372288
162,0.23038849859757085
163,0.230315776617537
164,0.23024368277969537
165,0.23017220116998088
166,0.23010131659516478
167,0.23003101454589017
168,0.22996128116165543
169,0.2298921031976429
170,0.22982346799329398
171,0.22975536344253839
172,0.2296877779655881
173,0.229620700482214
174,0.22955412038642548
175,0.22948802752247843
176,0.22942241216214207
177,0.22935726498315637
178,0.22929257704881745
179,0.22922833978863114
180,0.22916454497997826
181,0.2291011847307374
182,0.2290382514628144
183,0.22897573789653203
184,0.2289136370358314
185,0.22885194215424623
186,0.22879064678160393
187,0.22872974469142082
188,0.22866922988894975
189,0.22860909659984857
190,0.22854933925943657
191,0.2284899525025063
192,0.22843093115366284
193,0.22837227021816228
194,0.22831396487322334
195,0.22825601045978677
196,0.22819840247469897
197,0.22814113656329849
198,0.22808420851238334
199,0.2280276142435382
200,0.22797134980680592
201,0.22791541137468055
202,0.2278597952364095
203,0.22780449779258508
204,0.22774951555001402
205,0.2276948451168454
206,0.22764048319794836
207,0.22758642659052464
208,0.22753267217994147
209,0.2274792169357775
210,0.22742605790806758
211,0.2273731922237372
212,0.22732061708321555
213,0.22726832975722075
214,0.22721632758370394
215,0.22716460796494875
216,0.2271131683648134
217,0.22706200630611242
218,0.2270111193681272
219,0.22696050518424063
220,0.2269101614396892
221,0.22686008586942563
222,0.22681027625608746
223,0.22676073042806466
224,0.22671144625766365
225,0.22666242165935882
226,0.2266136545881322
227,0.22656514303789096
228,0.22651688503996373
229,0.22646887866166945
230,0.22642112200495382
231,0.22637361320509344
232,0.22632635042945967
233,0.2262793318763437
234,0.22623255577383608
235,0.22618602037875996
236,0.22613972397565443
237,0.22609366487580637
238,0.22604784141632625
239,0.22600225195926874
240,0.22595689489079326
241,0.2259117686203637
242,0.22586687157998422
243,0.22582220222347157
244,0.2257777590257593
245,0.22573354048223435
246,0.22568954510810332
247,0.22564577143778697
248,0.22560221802434252
249,0.22555888343891123
250,0.22551576627019027
251,0.22547286512392767
252,0.2254301786224405
253,0.22538770540415248
254,0.22534544412315252
255,0.2253033934487718
256,0.22526155206517914
257,0.22521991867099317
258,0.22517849197891107
259,0.22513727071535317
260,0.22509625362012106
261,0.225055439446071
262,0.22501482695880068
263,0.22497441493634715
264,0.22493420216889876
265,0.22489418745851758
266,0.2248543696188727
267,0.22481474747498492
268,0.22477531986297966
269,0.2247360856298512
270,0.22469704363323495
271,0.22465819274118823
272,0.22461953183197972
273,0.2245810597938863
274,0.22454277552499805
275,0.22450467793302883
276,0.22446676593513543
277,0.22442903845774273
278,0.22439149443637293
279,0.2243541328154848
280,0.22431695254831366
281,0.22427995259672143
282,0.2242431319310478
283,0.2242064895299691
284,0.22417002438036063
285,0.224133735477163
286,0.22409762182325435
287,0.22406168242932428
288,0.22402591631375482
289,0.22399032250250175
290,0.22395490002898177
291,0.22391964793396246
292,0.22388456526545536
293,0.22384965107861235
294,0.22381490443562446
295,0.22378032440562504
296,0.22374591006459388
297,0.22371166049526464
298,0.22367757478703598
299,0.22364365203588318
300,0.22360989134427295
301,0.2235762918210814
302,0.2235428525815123
303,0.22350957274701894
304,0.22347645144522746
305,0.2234434878098616
306,0.22341068098067018
307,0.22337803010335588
308,0.223345534329505
309,0.22331319281652054
310,0.22328100472755538
311,0.22324896923144724
312,0.22321708550265587
313,0.2231853527212005
314,0.2231537700725998
315,0.22312233674781232
316,0.22309105194317805
317,0.2230599148603622
318,0.22302892470629926
319,0.22299808069313848
320,0.22296738203819028
321,0.22293682796387398
322,0.22290641769766634
323,0.22287615047205164
324,0.22284602552447158
325,0.22281604209727685
326,0.22278619943767994
327,0.22275649679770812
328,0.22272693343415748
329,0.22269750860854806
330,0.22266822158707927
331,0.22263907164058622
332,0.22261005804449754
333,0.22258118007879227
334,0.22255243702795974
335,0.2225238281809576
336,0.2224953528311729
337,0.22246701027638133
338,0.22243879981871018
339,0.22241072076459803
340,0.22238277242475912
341,0.22235495411414502
342,0.22232726515190873
343,0.22229970486136874
344,0.22227227256997314
345,0.2222449676092654
346,0.22221778931484934
347,0.2221907370263559
348,0.222163810087409
349,0.222137007845593
350,0.22211032965242042
351,0.22208377486329917
